statement,target,result
"Wisconsins 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation.",True,correct
Says income tax rates under Eisenhower were as high as 90 percent.,True,correct
"""There are more words in the IRS code than there are in the Bible.""",True,correct
"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",True,correct
"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",True,correct
"""Dark money spending"" in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle,"" when it topped $308 million.",True,correct
"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",True,correct
"""Sen. Sanders did vote five times against the Brady bill.""",True,correct
"Says Donald Trump ""supports eminent domain"" and the Supreme Courts Kelodecision.",True,correct
"""90% of Americans want national background checks that close loopholes.""",True,correct
"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",True,correct
"""Six of the 10 richest counties in the United States surround Washington, D.C.""",True,correct
"On the main GOP presidential debate:""Not one candidate on the debate stage has military experience  """,True,correct
"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",True,correct
"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",True,correct
"""The State of Texas is funding  womens health services at historically high levels; they just increased their level another $50 million for the next two years.""",True,correct
"""Trump proposed enacting the largest tax increase in American history.""",True,correct
"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",True,correct
"""Saudi Arabia has the third-largest military budget in the entire world.""",True,correct
"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",True,correct
"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",True,correct
"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",True,correct
"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",True,correct
"""There are actually only 30 countries that practice birthright citizenship.""",True,correct
"""Youre more likely to get struck by lightning in Texas"" thanfind in-person voter fraud.",True,correct
"Says Donald Trump has ""changed his mind"" on abortion.",True,correct
"""As governor of Florida I defunded Planned Parenthood.""",True,correct
"Wisconsins ""rainy day fund"" is ""165 times bigger than when we first took office.""",True,correct
"Says Donald Trump ""has supported a Canadian-style universal health care system.""",True,correct
Says Bill and Hillary Clinton attended Donald Trump's last wedding.,True,correct
"""The actual deportations from the interior of the country are way down"" under President Obama.",True,correct
"""In New Orleans, nearly100 percent of our kids are in charter schools.""",True,correct
"Despite what Donald Trump claims, ""there werent 15,000 people who turned out in Phoenix"" to see Trump speak.",True,correct
"Only five states, including Georgia, do not have a hate crimes law.",True,correct
"""If you want to vote in"" Texas, ""you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.""",True,correct
"""46 percent of women between the age of 16 to 24 despise sexual contact"" in Japan.",True,correct
"""This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.""",True,correct
"""The top25 hedge fund managers (are) making more than all of America's kindergarten teachers combined.""",True,correct
"""You can fill out your tax return in Estonia online in five minutes.""",True,correct
"""One out of five of our children live in a family thats on food stamps.""",True,correct
"""For the first time in 35 years, we have more businesses dying than we do starting.""",True,correct
"Says Sen. Rand Paul, R-Ky., has stated that supporting the ""right to health care ... means you believe in slavery.""",True,correct
"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.""",True,correct
"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",True,correct
"Says Mike Huckabee appeared in diabetes infomercials to endorse ""cures and treatments that no health agency supports.""",True,correct
"An audit shows ""there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,""",True,correct
"Wisconsin's non-discrimination law ""doesn't protect members of the trans-gender community.""",True,correct
"""More than 30 cents of every state tax dollar goes to Medicaid.""",True,correct
"""You cant build a Christian church in Saudi Arabia.""",True,correct
"""Did you know that the U.S. is one of the very few nations in the world without an official language?""",True,correct
"""White people control almost 90 percent of the nation's wealth.""",True,correct
"Liberty University students ""were mandated"" to attend Sen. Ted Cruzs presidential announcement ""or they would be fined.""",True,correct
"Ted Cruz was ""the longest-serving solicitor general in the history of Texas.""",True,correct
"""America produces more oil and gas than any other nation in the world.""",True,correct
"Six of the nations 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",True,correct
"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia.",True,correct
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,True,correct
"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",True,correct
"A bill to eliminate Delta Air Lines jet fuel tax breaks ""violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration.""",True,correct
"""Measles is one of the most common causes of child blindness worldwide.""",True,correct
"Science is ""very certain"" that the measles vaccine doesn't cause autism.",True,correct
Says the COVID-19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,False,incorrect
"""Peak active cases of COVID-19 for 2020 vs. 2021 show this is not a pandemic of the unvaccinated.'""",False,incorrect
Photo shows a gravestone in Japan with a QR code.,False,incorrect
"Hundreds of thousands died after taking the advice of these celebrities, who are aiding and abetting mass murder by advocating COVID-19 vaccination.",False,incorrect
CDC says expect a polio-like outbreak coming in children in the next four months.,False,incorrect
The Pfizer COVID-19 vaccine is not approved.,False,incorrect
My opponent wants to abolish law enforcement.,False,incorrect
Ida was the strongest hurricane to ever strike anywhere in the United States.,False,incorrect
"Says Alexandria Ocasio-Cortez spent $30,000 to attend the Met Gala and God knows how much on that dress.",False,incorrect
Video shows a child who tested positive for COVID-19 being separated from their parents.,False,incorrect
"""The top 1% pays 90% of income taxes.",False,incorrect
Farmers stand in silence at auction so a young man can buy back his family farmhouse.,False,incorrect
I dont believe the science suggests that young people should be vaccinated. I dont believe that young people should have to wear masks at school. Im not sure the science is settled on that at all.,False,incorrect
FEMA forcibly vaccinating Ida evacuees.,False,incorrect
"""Ivermectin sterilizes the majority (85%) of the men who take it.""",False,incorrect
The Texas abortion law provides at least six weeks for a person to be able to get an abortion.,False,incorrect
All Americans in Afghanistan who have wanted to come out have come out.,False,incorrect
Video shows Pfizer lab in Madrid on fire.,False,incorrect
The US government is trying to create food shortages by telling farmers to destroy their crops.,False,incorrect
"If these (telecom and internet) companies comply with the Democrat order to turn over private information, they are in violation of federal law and subject to losing their ability to operate in the United States.",False,incorrect
A video shows the Taliban hanging someone from a helicopter.,False,incorrect
Photos show the U.S. service members killed in a 2021 suicide bombing in Kabul.,False,incorrect
The mRNA COVID-19 vaccines are really gene therapy.,False,incorrect
Friendly reminder: Cigarettes are FDA approved.,False,incorrect
Thalidomide was FDA-approved for pregnant women in the 1960s.,False,incorrect
"""Norfolk naval base has been taken by NATO.""",False,incorrect
75 doctors in South Florida walked out in protest as their hospital was flooded with unvaccinated COVID-19 patients,False,incorrect
Pfizer CEO has not yet had vaccine.,False,incorrect
Al-Qaida is gone from Afghanistan.,False,incorrect
"COVID-19 vaccinations are a violation of the Nuremberg code.""",False,incorrect
Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their try to be less White statement.,False,incorrect
Says Donald Trump won Arizona.,False,incorrect
"In the 2020 presidential election, 4,255 ballots in Fulton County, Georgia, were scanned multiple times and 3,390 went to Biden.",False,incorrect
U.S. sanctions mean Cuba cant trade with any country or any company whatsoever.,False,incorrect
"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",False,incorrect
Protest video shows resistance to President Macrons plan for mandatory COVID vaccinations of all French citizens.,False,incorrect
"""There is clear legal authority to handcuff and put in leg irons legislators that are trying to stop the legislature from being able to do business.""",False,incorrect
Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.,False,incorrect
Says showing up at the front doors of peoples houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.,False,incorrect
BREAKING: Pennsylvania initiated a FULL audit of the RIGGED ELECTION,False,incorrect
"It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.",False,incorrect
A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,False,incorrect
There were no guns whatsoever at the Capitol riot on Jan. 6.,False,incorrect
Says CNN reported that Joe Biden authorized a U.S. intervention in Haiti after the assassination of President Jovenel Mose.,False,incorrect
Says this crowd video shows the ongoing protests in Cuba.,False,incorrect
Says Facebook imposes a 7% limit on a users sharing.,False,incorrect
"Haiti, Tanzania and Madagascar refused the COVID-19 vaccines and now all three of their presidents have died unexpectedly.",False,incorrect
Lauren Boebert received a PPP loan for her restaurant.,False,incorrect
Sudden Infant Death Syndrome is absolutely a side effect of vaccination.,False,incorrect
A study found an 82% miscarriage rate among women between 30 days and 20 weeks pregnant who got an mRNA COVID-19 vaccine.,False,incorrect
A Canadian mayor said Muslims must integrate after they demanded removal of pork in all school canteens in Montreal.,False,incorrect
"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",False,incorrect
"In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission.""",False,incorrect
"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and beat women and held guns to their pregnant bellies.",False,incorrect
"""The person that shot Ashli Babbitt  boom  right through the head  just boom  there was no reason for that.""",False,incorrect
Facebook said that if you support the NRA you will get kicked off.,False,incorrect
"The Pfizer COVID-19 vaccine is ""99% graphene oxide,"" which is ""toxic to the human body and causes a number of problems.",False,incorrect
Says Nancy Pelosi wont let Capitol police testify about what happened Jan. 6.,False,incorrect
Members of the US Womens National Soccer team turned their backs on the flag as a 98-year-old World War II veteran played the anthem.,False,incorrect
Rebecca Washington is set to replace ShaCarri Richardson on the U.S. Olympic team.,False,incorrect
LOL stands for Lucifer our Lord. Satanists end their prayers by saying Lucifer our Lord.,False,incorrect
Cook Countys criminal courts have been shut down for 15 months.,False,incorrect
California literally just told everyone to not charge their electric cars due to power shortage.,False,incorrect
Says the Make-A-Wish Foundation will grant wishes only to fully vaccinated children.,False,incorrect
"Carnage"" is being caused ""by people who are coming across the border.""",False,incorrect
A photo shows Mike Tyson wearing a T-shirt with an anti-vaccine message.,False,incorrect
Military ready to act on audit results! in Arizona,False,incorrect
"Funeral directors say no one is dying from COVID and ""the only ones dying are from the vaccine.""",False,incorrect
Says John McAfee tweeted before his death that he stored computer files in the Florida condo building that later collapsed.,False,incorrect
Airlines begin to ban vaccinated people after Pilots die due to vaccine,False,incorrect
"""The Second Amendment, from the day it was passed, limited the type of people who could own a gun and what type of weapon you could own.",False,incorrect
Says the U.S. government caused the coronavirus pandemic because it sent mRNA coronavirus vaccine candidates to university researchers weeks before the COVID-19 outbreak.,False,incorrect
"Says Gov. Ron DeSantis just signed legislation requiring students, faculty and staff at Floridas public universities and colleges to register their political views with the state.",False,incorrect
mRNA technology in COVID-19 vaccines was never tested in humans.,False,incorrect
"""Suicide is the second-leading cause of death among 15-19 year olds and 25-34 year olds in Missouri.""",True,correct
"Over the past five years, the American automobile industry has ""created about 500,000 new jobs.""",True,correct
"""Supreme Court 15 times over the last 120 years has said marriage is a fundamental right"" and never said ""it had to be between a man and a woman.""",True,correct
"""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.""",True,correct
"""My wife is going to be the first Hispanic first lady in the history of Texas.""",True,correct
"""We're spending millions for each individual"" held at Guantanamo Bay, Cuba.",True,correct
"The U.S. has ""5 percent of the worlds population, 25 percent of the worlds known prison population.""",True,correct
"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.""",True,correct
"Unlike marijuana, medical cannabis oil cannot get you high.",True,correct
"""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.""",True,correct
"""Too many"" tattoos ""on visible body parts"" keepsome applicants out of the military.",True,correct
Georgia ranks No. 9 in the rate of women murdered by men.,True,correct
"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",True,correct
"""We have the third-lowest minimum wage  of developed countries.""",True,correct
"""Before World War II, very few people actually had health insurance.""",True,correct
"Says Sen. Rand Pauls 2011 budget ""included a big cut in the CDC.""",True,correct
"A lawyer demanded ""several Houston pastors hand over to the city government many of their private papers, including their sermons.""",True,correct
"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",True,correct
"Says Rick Scott changed his promise from700,000 jobs created ""on top of what normal growth would be"" to just 700,000 jobs.",True,correct
"Says Scott Brown ""co-sponsored legislation to let employers deny women coverage for birth control.""",True,correct
"""Countries bombed: Obama 7, Bush 4""",True,correct
"The U.S. Constitution is ""the oldest written constitution still in use today"" among nations.",True,correct
"Since I took office, ""Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.""",True,correct
"More people are apprehended after illegally crossing the U.S.-Mexico border a week ""than are born in Texas each week.""",True,correct
"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""",True,correct
Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,True,correct
"""Wisconsins dead last in Midwest job growth.""",True,correct
"Wisconsin is ""dead last in income growth"" among midwestern states during Gov. Scott Walkers term.",True,correct
The No. 1 cause of death for African-American males15-34 is murder.,True,correct
"""The majority of Austinites rent"" the places they live.",True,correct
"""Washington has incentivized the militarization of local police precincts.""",True,correct
"Says Keene, N.H., requested a ""military-grade armored personnel truck,"" citing their annual Pumpkin Festival as ""a possible target"" for terrorists.",True,correct
"""The minimum number of infrastructure (needs) in Atlanta is $900 million.""",True,correct
"Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it.",True,correct
"San Antonio is ""now the largest city in the United States ever to have an African American woman mayor.""",True,correct
"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",True,correct
"""More women are graduating from college now than men.""",True,correct
"""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""",True,correct
"""There are already more American jobs in the solar industry than in coal mining.""",True,correct
"""The number of terrorists out there"" has doubled.",True,correct
"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation.""",True,correct
"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring third-world diseases.""",True,correct
"A record number of immigrants not from Mexico are ""being apprehended at the border.""",True,correct
"FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",True,correct
"Brazil built a $300 million stadium in the Amazon rainforest that ""is only going to be used for four World Cup games,"" and theres no team ""that can fill it afterwards.""",True,correct
"""Marijuana is less addictive than both alcohol and tobacco.""",True,correct
Rick Perry doesnt think there should be a federal minimum wage.,True,correct
"""Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.""",True,correct
"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",True,correct
"""Did you know US population growth is at its lowest since the Great Depression?""",True,correct
"Americans spend ""6.1 billion hours a year"" on tax preparation.",True,correct
"""The Koch brothers are one of the biggest polluters in the country.""",True,correct
"The National Science Foundation awarded $700,000 to fund a climate change musical.",True,correct
"""Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""",True,correct
"Says Sen. Mitch McConnell is ""the No. 1 recipient of contributions from lobbyists this cycle.""",True,correct
You can buy lobster with food stamps.,True,correct
"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""",True,correct
"""In Oregon, students are skipping math class to learn about the Bible.""",True,correct
"""The majority support (raising) the minimum wage.""",True,correct
"""The average family (is) now bringing home $4,000 less than they did just five years ago.""",True,correct
"Says ""Bill Clinton and George Bush both say build the Keystone XL.""",True,correct
"""Over the past three years, deep poverty has reached its highest level on record.""",True,correct
"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",True,correct
"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",True,correct
"The words ""subhuman mongrel,"" which Ted Nugent called President Barack Obama, were used by the Nazis to ""justify the genocide of the Jewish community.""",True,correct
"The Keystone pipeline creates ""35 permanent jobs"" after construction, according to a government report.",True,correct
"During the past four years, ""average wages have barely budged.""",True,correct
"Travis County is ""surrounded by red counties.""",True,correct
"""(M)ore Georgians have jobs than at any other time since October 2008.""",True,correct
"""The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.""",True,correct
Nearly 40 percent of his McAllen-area constituents suffer from obesity.,True,correct
"""Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.""",True,correct
"""Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.""",True,correct
"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obamas Cabinet.",True,correct
"""The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.""",True,correct
"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",True,correct
"""Just days ago, Iran's Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a 'rabid dog' and accusing the United States of war crimes.""",True,correct
"The United States ""has never been richer, if you look at per capita GDP.""",True,correct
"""A million people  could get health insurance right away"" if Texas expanded Medicaid under Obamacare.",True,correct
"Says Rick Scott ""didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.""",True,correct
"""Rand Pauls speech ... on 'Gattaca' was totally ripped off of Wikipedia.""",True,correct
"""Photo ID is not required for those who vote by mail.""",True,correct
The U.S. Supreme Court decided in 1982 that non-citizen children must get free K-12 education.,True,correct
"If the government shuts down, ""all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.""",True,correct
The very first meal on the surface of the moon was the Holy Communion.,True,correct
"President Barack Obama ""had the legal authority"" to strike Syria without a vote from Congress.",True,correct
"""The government does not need a warrant to read your old emails.""",True,correct
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,True,correct
"Fleeing Syria, ""a million children are now refugees.""",True,correct
"""Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.""",True,correct
"Says President Franklin Delano Roosevelt ""felt there wasnt a need in the public sector to have collective bargaining because the government is the people.""",True,correct
"Says Florida refused to allow theinsurance commissioner to ""negotiate lower rates with companies or refuse rates that are too high"" under Obamacare.",True,correct
"""This year, the overwhelming majority of new jobs are part time.""",True,correct
Says Eric Trump said he raised nearly $30 million for children dying of cancer at St. Jude before the age of 30.,False,incorrect
"Says Dr. Anthony Fauci in an email ""advises a family member to use (hydroxychloroquine) and antibiotic therapy, the same evening in which in a press conference he attacked (President Donald Trump) on the usefulness of (hydroxychloroquine) to fight the virus.",False,incorrect
The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.,False,incorrect
Hawaii to no longer recognize out-of-state drivers licenses.,False,incorrect
A 9-0 Supreme Court ruling is very rare.,False,incorrect
World Health Organization wants to BAN all women aged 18-50 from drinking alcohol.,False,incorrect
The unvaccinated have escaped every single strain or 'variant of SARS-CoV-2.,False,incorrect
"Gov. Gavin Newsom has no power or authority to extend the state of emergency in California because it expired automatically on May 6, 2020.",False,incorrect
AstraZeneca means weapon that kills.,False,incorrect
We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.,False,incorrect
Cuomo opens New York 72 hours before his daughter's wedding.,False,incorrect
Says the Novavax COVID-19 vaccine dumps millions of dangerous spike proteins right into your body.,False,incorrect
The FBI building in Washington is completely closed. No ones in there.,False,incorrect
"The COVID-19 vaccines spike protein is very dangerous, it's cytotoxic.",False,incorrect
"""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",True,correct
"""More than 72 percent of children in the African-American community are born out of wedlock.""",True,correct
"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",True,correct
"Says ""our deficits are falling at the fastest rate in 60 years.""",True,correct
"""The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.""",True,correct
"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",True,correct
"Says Austin is the ""largest city in America without a congressional district anchored in it.""",True,correct
"""It is against the law for the NSA to record or monitor Americans phone calls without getting a specific FISA warrant to do so.""",True,correct
Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,True,correct
"""There was no surge in 501(c)(4) applications in 2010.""",True,correct
"""Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.""",True,correct
"The Obama administration has put out ""more of these major rules than the Clinton administration or the Bush administration during comparable times.""",True,correct
"""Nothing in the Constitution explicitly guarantees our right to vote.""",True,correct
Says he has sued the Obama administration 25 times.,True,correct
"Says new Medicare billing guidelines ""have nine codes for (injuries by) turkeys.""",True,correct
"""The NRA used to support expanded background checks.""",True,correct
"Polls show that Americans ""overwhelmingly"" support ""expanding background checks.""",True,correct
"Says ""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.""",True,correct
"""The Social Security disability fund is going belly up in 2016.""",True,correct
"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",True,correct
Says 90 percent of Americans and 74 percent of National Rifle Association members support background checks of gun purchasers.,True,correct
Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,True,correct
"""It is legal in Ohio to fire an employee or evict a tenant just for being gay.""",True,correct
"""If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.""",True,correct
"""Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if they've been studying, will get a lower score than they did the first time around?""",True,correct
"""More than 64 percent of minimum-wage earners are women.""",True,correct
"""When (John) Brennan ... was asked directly  Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.""",True,correct
"""More than 80 percent of Americans believe we need to have universal background checks.""",True,correct
"""There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.""",True,correct
Felony crimes in the city of Atlanta are the lowest they have been since 1969.,True,correct
Says wrestling was a favorite sport of Abraham Lincoln.,True,correct
"""The 12 hottest years on record have come in the last 15 years.""",True,correct
Says Texas is last in workers' compensation coverage.,True,correct
Says abortions are decreasing.,True,correct
"""Three in four low-income workers dont have any paid sick days available.""",True,correct
Says Texas ranks last in the percentage of residents with high school diplomas.,True,correct
"""A majority of Americans agree with"" a ban on assault weapons. ""And by the way, so did Ronald Reagan.""",True,correct
"""Forty-seven percent of (members of Congress) are millionaires.""",True,correct
"""Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.""",True,correct
"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",True,correct
"""Spending of government money is 17 percent less than it was a decade ago.""",True,correct
We have the fourth highest in-state tuition for public universities in the country.,True,correct
"Since 1968, ""more Americans have died from gunfire than died in  all the wars of this country's history.""",True,correct
"Emails show that Fauci knew ""hydroxychloroquine worked [and] emailed friends about it being effective.""",False,incorrect
Says a 2010 Rockefeller Foundation report shows the COVID-19 pandemic and the international response were meticulously planned at least 10 years ago.,False,incorrect
Says professional soccer player Christian Eriksen received the Pfizer vaccine days before he collapsed during a game.,False,incorrect
Coca-Cola made cans that say Try to be less white.,False,incorrect
Jamaica becomes the first country to make K-pop illegal.,False,incorrect
"The COVID-19 vaccines make people ""magnetized. They can put a key on their forehead, it sticks. They can put spoons and forks all over them, and they can stick.""",False,incorrect
"Says Marjorie Taylor Greene said, People are dying who have never died before.",False,incorrect
"Tim Tebow says he is wearing #85 to honor his former friend/teammate and fellow TE Aaron Hernandez, who passed away in 2017.",False,incorrect
Says Bruno Mars is Michael Jacksons son.,False,incorrect
The Eisenhower interstate system requires that one mile in every five must be straight.,False,incorrect
Viral immunologist says COVID-19 vaccines spike protein means people are being inoculated with a toxin.,False,incorrect
Faucis emails leaked.,False,incorrect
In 38 days Pelosi and Schiff are up for reelection. Nadler up June 23.,False,incorrect
"""Absent from the news  Dominion lost their lawsuits against Rudy Giuliani and Sidney Powell.""",False,incorrect
COVID-19 vaccines are creating the coronavirus variants.,False,incorrect
"Says Luc Montagnier said, There is no hope and no possible treatment for those who have been vaccinated already. We must be prepared to incinerate the bodies.",False,incorrect
You cant donate plasma after getting a COVID-19 vaccine.,False,incorrect
Video shows Israels defense system.,False,incorrect
Businesses aren't allowed to ask customers if theyve been vaccinated because there are HIPPA laws.,False,incorrect
Black Lives Matter says it stands with Hamas terrorists in Israeli conflict.,False,incorrect
"""The entire Database of Maricopa County in Arizona has been DELETED!""",False,incorrect
"""There is no law that deals specifically with the term partial-birth abortion.",False,incorrect
"About 40% to 50% of CDC, FDA employees are refusing the COVID-19 vaccine, according to Anthony Fauci and FDAs Peter Marks.",False,incorrect
Merriam-Webster recently changed its definition of anti-vaxxer to include people who oppose laws that mandate vaccination.,False,incorrect
"""When you can't find gas, remember who executively ordered the Keystone Pipeline to close.""",False,incorrect
Says photos show a boneyard of electric cars abandoned in France because the cars batteries were too expensive to replace.,False,incorrect
Transmission of COVID-19 by asymptomatic individuals has never been proven.,False,incorrect
Photo shows plastic bags filled with gas in someones car trunk in South Carolina.,False,incorrect
U.S. Census Bureau confirms huge conflict in total number of voters in 2020 election.,False,incorrect
"""Michigan has requested a full forensic audit.""",False,incorrect
All charges were dropped against Bill Cosby and he was granted an early release.,False,incorrect
"""15-year-old boy passes away from heart attack two days after Pfizer COVID-19 experimental jab.""",False,incorrect
A year ago we had the lowest unemployment in history without using taxpayers money.,False,incorrect
"Joe Suffers Brain Fart! Biden Visits Elementary School, Asks The Children If Theyre High Schoolers (VIDEO).",False,incorrect
"The Green New Deal costs an average American household almost $700,000 through 2029.",False,incorrect
"California Gov. Gavin Newsom just let 76,000 inmates out of jail.""",False,incorrect
"Parents in Vail, Arizona just took over the school board  all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.",False,incorrect
"If you get the COVID-19 vaccine, you can't donate blood or plasma ""because it's completely tainted.""",False,incorrect
"An audit of the 2020 election in Maricopa County, Ariz., is confirming the rumors that real ballots have a special watermark.",False,incorrect
"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use.",False,incorrect
Very few  if any states have a minimum wage of $7.25 an hour.,False,incorrect
UN cultural agency removes birthplace of Jesus from its list of heritage sites.,False,incorrect
Joe Bidens 100-day approval rating is the lowest in American history.,False,incorrect
A quarter of a million illegal votes found in Arizonas audit.,False,incorrect
Bill Gates fights to keep vaccine ingredients secret.,False,incorrect
You didn't see Republicans when we had control of the Senate try to rig the game.,False,incorrect
Says Joe Biden was the only world leader to wear a face mask during a video conference.,False,incorrect
"Says Joe Biden said, This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",False,incorrect
"""Mountains of data"" show drug ivermectin ""basically obliterates"" COVID-19 transmission.",False,incorrect
"Statistics show thatmore people of color don't have cars than not.So how do(drive-thru voting centers)help those folks?""",False,incorrect
Black Lives Matter and antifa set Catholic church on fire in Minneapolis.,False,incorrect
Stanford study results show face masks are ineffective and dangerous.,False,incorrect
Foot Locker donated 200 million dollars to BLM.,False,incorrect
Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.,False,incorrect
A serial killer is on the loose in Virginia.,False,incorrect
Texas could be very close to herd immunity.,False,incorrect
Police say there is a suspected serial killer in Baton Rouge.,False,incorrect
Says the nation is locked down and theres a wide open border.,False,incorrect
"Says Joe Biden is withholding $150 million in aid from Ukraine to pressure Ukraine to drop all criminal investigations into him and his son, Hunter.",False,incorrect
Moderna chief medical officer admits: mRNA alters DNA.,False,incorrect
"A serial killer is targeting women in Hot Springs, Ark.",False,incorrect
