statement,target,result
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",False,uncertain
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",False,uncertain
"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",False,uncertain
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,False,correct
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,True,uncertain
Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,True,uncertain
Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,True,uncertain
"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",True,uncertain
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",False,uncertain
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,False,correct
There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,False,uncertain
Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,False,correct
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",True,incorrect
Says Charlie Crist implemented Jeb Bushs A+ Plan.,True,incorrect
We have 650 people who move to Texas every day.,True,uncertain
The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,False,correct
You can buy lobster with food stamps.,True,correct
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",False,incorrect
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,False,uncertain
The federal health care law is probably the biggest tax increase ever in the history of our country.,False,uncertain
Says Republicans supported legislation on early voting and in-person voting in 2005.,True,incorrect
Says Austin is the largest city in America without a congressional district anchored in it.,True,incorrect
"When people enter the service, theres not a mental health evaluation.",True,uncertain
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,False,uncertain
"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",True,uncertain
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",False,uncertain
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,True,uncertain
Ohioans want an end to pay-to-play politics.,False,uncertain
General Motors is the largest corporation in the world again.,False,uncertain
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,False,correct
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,False,uncertain
"Even among second and third generation Muslims in the United States, theres no real assimilation.",False,uncertain
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",False,uncertain
On subsidies for ethanol production.,False,uncertain
One out of five of our children live in a family thats on food stamps.,True,uncertain
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,False,uncertain
Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,False,uncertain
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",False,uncertain
Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,False,correct
"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",True,correct
 ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,True,incorrect
Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,False,uncertain
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",False,uncertain
Drinking champagne could help prevent Alzheimers and other forms of dementia.,False,uncertain
"Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.",True,correct
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,False,correct
The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,True,incorrect
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",True,correct
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",False,uncertain
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",True,uncertain
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",True,uncertain
Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,True,incorrect
Our (Texas) graduation rate ranks 43rd out of 50 states.,True,uncertain
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,False,uncertain
North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,True,uncertain
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,True,uncertain
Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,False,correct
The Madison-Milwaukee (high-speed) train line is dead.,False,uncertain
"Says that in 2011, Oregon had the second fastest growing economy in the nation.",True,uncertain
I never favored cap and trade.,False,uncertain
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",False,uncertain
Caution: Kissing and cuddling chickens can be hazardous to your health.,True,correct
The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,True,correct
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",False,uncertain
Says the Simpson-Bowles deficit reduction proposal went from President Barack Obamas desk to the garbage can.,False,incorrect
"Believe it or not, consumer spending is up over the last eight months.",True,uncertain
President Obama and liberal former DNC Chairman Tim Kaines $787 billion stimulus failed to create jobs.,False,uncertain
"Marco Rubio's ""income skyrocketed while his power increased.""",True,uncertain
"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.",True,uncertain
Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,False,correct
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",True,uncertain
Says the case of a Texas judge who refused to perform heterosexual weddings exposes a double standard in the case against Kentucky clerk Kim Davis.,False,uncertain
On Donald Trumps track record in business,False,uncertain
"With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.",True,correct
The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,False,uncertain
Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,False,uncertain
Evidence shows Zika virus turns fetus brains to liquid.,False,correct
Seventy percent of Americans dont have a college degree.,True,uncertain
Says the oil industry subsidies that President Barack Obama is attacking dont exist,False,correct
John McCain decided to stand with George Bush 95 percent of the time (last year).,True,uncertain
"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.",True,uncertain
Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,True,uncertain
A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.,True,correct
State employees are actually going to get a pay raise.,False,uncertain
Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,False,uncertain
"Says as a share of the US economy, the governments support for research and development (RD) has fallen by nearly two-thirds since the 1960s.",True,uncertain
Property tax exemptions can be granted to small businesses that move into Milwaukee County.,False,incorrect
Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,False,uncertain
Says opponent David Dewhurst is a career politician.,False,uncertain
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,False,uncertain
"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.",False,uncertain
Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,False,uncertain
The cost-of-living increase in Social Security is tied to wage inflation.,False,incorrect
Georgia is one of only about seven states in the country that has a AAA bond rating.,True,correct
Three in four low-income workers dont have any paid sick days available.,True,uncertain
The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,False,uncertain
Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,False,incorrect
"Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.",False,correct
Says Houstons 18th congressional district has been gentrified and is home to more Anglos than African Americans.,False,uncertain
"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",False,uncertain
"Say Matt Wand cut Troutdale police, created a slush fund for himself.",False,uncertain
Were second only to Boston in college students per capita.,False,uncertain
Obama Declares November National Muslim Appreciation Month.,False,correct
"Under Obamacare, The IRS will have access to the American peoples protected health care information.",False,incorrect
"Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election.",True,uncertain
White men account for 69 percent of those arrested for violent crimes.,False,uncertain
"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",True,uncertain
Says Supreme Court candidate JoAnne Kloppenburgs record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,False,uncertain
Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,True,uncertain
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",True,uncertain
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',False,uncertain
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",False,uncertain
"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.",True,correct
Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,False,uncertain
Oil companies ...currently have 68-million acres that they're not using.,False,uncertain
Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,True,uncertain
John Raeses wife is registered to vote in Florida so she cant even vote for him.,True,incorrect
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",False,uncertain
More people are struck by lightning than commit in-person voter fraud by impersonation.,True,correct
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,True,incorrect
Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,True,uncertain
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",False,uncertain
Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,False,uncertain
"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.",False,correct
Says Thomas Jefferson said that government is best which governs least.,False,incorrect
"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",True,uncertain
"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",True,uncertain
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,False,uncertain
"State House incumbent Jill Chambers, R-Atlanta, personally profits from taxpayer money.",False,uncertain
Says the Feingold garage ad is a fake: Hes not standing in front of his house.,False,uncertain
"McCain ""hasn't held executive responsibility.""",False,uncertain
McCain got more money from Airbus' U.S. executives than any other politician.,True,uncertain
Forty-five percent of doctors say theyll quit if health care reform passes.,False,uncertain
"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",True,uncertain
I have never said that I don't wear flag pins or refuse to wear flag pins.,False,uncertain
Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,False,correct
I wake up every morning in a house (the White House) that was built by slaves.,True,correct
"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",False,uncertain
The media never show crowds.,False,correct
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,False,uncertain
Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,False,uncertain
"The United States has never been richer, if you look at per capita GDP.",True,incorrect
Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,False,correct
There is no clinical evidence that vaccinating healthcare workers protects patients.,False,correct
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,False,uncertain
Some of the wealthiest Americans are African-American now.,False,incorrect
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,False,uncertain
Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,True,uncertain
"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.",False,correct
"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away.""",False,correct
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",False,uncertain
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",True,uncertain
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",True,uncertain
"We have 80,000 abortions in Texas every year.",True,uncertain
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,False,uncertain
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",False,correct
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,True,uncertain
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,False,uncertain
"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",True,uncertain
More than half of women under 30 who give birth do so outside of marriage...,True,correct
Agriculture is the strongest industry in Ohio.,True,uncertain
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,False,uncertain
Says President Barack Obama is a socialist.,False,correct
Wisconsin was literally broke when Republicans took office in January 2011.,False,uncertain
"Says Crist campaign website ""has eliminated all references to our Republican Party.""",False,uncertain
On a cap-and-trade plan.,False,uncertain
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",False,uncertain
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,True,uncertain
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",False,incorrect
Most Americans support the legalization of marijuana.,True,uncertain
"Harambe received 15,000 votes in the presidential election.",False,correct
The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,True,incorrect
Says Thom Tillis gives tax breaks to yacht and jet owners.,False,uncertain
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",False,uncertain
We had an amendment in the health care law that said the federal government is going to take over education.,False,correct
"In nine Democratic debates, Weve not had one question about a womans right to make her own decisions about reproductive health care, not one question.",True,uncertain
The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,True,incorrect
Toomey and Trump will ban abortion and punish women who have them.,False,uncertain
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,True,incorrect
"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",False,uncertain
Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,True,uncertain
Eighty percent of Wall Street executives and their spouses donations go to Democrats.,False,uncertain
"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",False,uncertain
Says 80 percent of the health care dollars are spent by 20 percent of the population.,True,correct
"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.",False,uncertain
Eliminating Obamacare ... saves $95 billion a year.,False,uncertain
Says broken compact fluorescent light bulbs allegedly cause migraines and epilepsy attacks.,False,uncertain
At least a quarter of those apprehended at the border have criminal records.,False,uncertain
"For the first time in over 40 years, Republicansdont hold a single statewide office in Virginia.",True,incorrect
Polls show that Americans overwhelmingly support expanding background checks.,True,uncertain
Nearly 20% of our residents are born abroad.,True,uncertain
"When it comes to jobless workers, Mitt Romney says he likes to fire people.",False,uncertain
Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,True,uncertain
Georgias share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,True,uncertain
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",False,correct
Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinkos to forge President Barack Obamas birth certificate two days before Obama unveiled it to the media.,False,correct
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",True,incorrect
"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.",True,incorrect
"Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.",False,uncertain
"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",False,correct
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,False,correct
The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,True,incorrect
Says Barack Obama promised to halve the deficit in his first term.,True,uncertain
I am the only senator who turned down the state pension plan for part-time legislators.,True,uncertain
There is no system to vet refugees from the Middle East.,False,uncertain
"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",False,uncertain
Obama used $20 million in federal money to emmigrate (sic) Hamas Refugees to the USA.,False,correct
I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,False,uncertain
Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.,False,uncertain
Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,False,uncertain
