model_id,size,instruction,dataset,framing,item_id,target,prediction,raw_result,bin_result,valid,abstain,effective_accuracy
qwen2.5_7b_instruct,large,1,liar,framing1,liar_57,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_58,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_59,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_60,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_61,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_62,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_63,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_64,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_65,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_66,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_67,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_68,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_69,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_70,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_71,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_72,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_73,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_74,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_75,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_76,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_77,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_78,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_79,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_80,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_81,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_82,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_83,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_84,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_85,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_86,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_87,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_88,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_89,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_90,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_91,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_92,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_93,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_94,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_95,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_96,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_97,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_98,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_99,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_100,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_101,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_102,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_103,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_104,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_105,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_106,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_107,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_108,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_109,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_110,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_111,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_112,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_113,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_114,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_115,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_116,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_117,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_118,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_119,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_120,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_121,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_122,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_123,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_124,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_125,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_126,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_127,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_128,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_129,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_130,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_131,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_132,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_133,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_134,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_135,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_136,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_137,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_138,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_139,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_140,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_141,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_142,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_143,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_144,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_145,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_146,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_147,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_148,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_149,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_150,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_151,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_152,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_153,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_154,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_155,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_156,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_157,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_158,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_159,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_160,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_161,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_162,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_163,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_164,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_165,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_166,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_167,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_168,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_169,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_170,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_171,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_172,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_173,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_174,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_175,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_176,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_177,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_178,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_179,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_180,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_181,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_182,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_183,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_184,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_185,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_186,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_187,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_188,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_189,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_190,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_191,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_192,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_193,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_194,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_195,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_196,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_197,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_198,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_199,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_200,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_201,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_202,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_203,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_204,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_205,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_206,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_207,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_208,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_209,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_210,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_211,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_212,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_213,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_214,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_215,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_216,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_217,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_218,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_219,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_220,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_221,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_222,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_223,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_224,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_225,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_226,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_227,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_228,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_229,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_230,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_231,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_232,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_233,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_234,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_235,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_236,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_237,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_238,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_239,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_240,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_241,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_242,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_243,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_244,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_245,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_246,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_247,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_248,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_249,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_250,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_251,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_252,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_253,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_254,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_255,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_256,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_257,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_258,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_259,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_260,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_261,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_262,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_263,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_264,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_265,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_266,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_267,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_268,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_269,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_270,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_271,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_272,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_273,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_274,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_275,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_276,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_277,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_278,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_279,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_280,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_281,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_282,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_283,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_284,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_285,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_286,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_287,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_288,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_289,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_290,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_291,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_292,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_293,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_294,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_295,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_296,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_297,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_298,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_299,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_300,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_301,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_302,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_303,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_304,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_305,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_306,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_307,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_308,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_309,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_310,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_311,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_312,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_313,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_314,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_315,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_316,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_317,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_318,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_319,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_320,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_321,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_322,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_323,0,0.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_324,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_325,1,1.0,correct,1.0,1,0,1.0
qwen2.5_7b_instruct,large,1,liar,framing1,liar_326,0,0.0,correct,1.0,1,0,1.0
